Weather_ID,Airport_Code,Date,Temperature_C,Wind_Speed_Kts,Visibility_KM,Condition
WX-0001193,RUH,2025-04-06,31,8,9.1,Cloudy
WX-0001194,RUH,2025-04-07,20,3,9.9,Clear
WX-0001195,RUH,2025-04-08,38,13,10.0,Clear
WX-0001196,RUH,2025-04-09,31,5,9.7,Cloudy
WX-0001197,RUH,2025-04-10,41,13,8.7,Clear
WX-0001198,RUH,2025-04-11,41,8,4.0,Fog
WX-0001199,RUH,2025-04-12,18,32,9.7,Rain
WX-0001200,RUH,2025-04-13,12,10,9.2,Cloudy
WX-0001201,RUH,2025-04-14,28,10,8.4,Clear
WX-0001202,RUH,2025-04-15,33,8,8.5,Cloudy
WX-0001203,RUH,2025-04-16,23,27,9.9,Rain
WX-0001204,RUH,2025-04-17,35,17,8.2,Rain
WX-0001205,RUH,2025-04-18,18,14,8.1,Cloudy
WX-0001206,RUH,2025-04-19,38,9,8.4,Clear
WX-0001207,RUH,2025-04-20,29,9,8.6,Clear
WX-0001208,RUH,2025-04-21,37,4,9.3,Cloudy
WX-0001209,RUH,2025-04-22,39,9,8.6,Clear
WX-0001210,RUH,2025-04-23,17,14,8.3,Cloudy
WX-0001211,RUH,2025-04-24,25,11,9.8,Clear
WX-0001212,RUH,2025-04-25,26,8,8.4,Clear
WX-0001213,RUH,2025-04-26,21,7,9.3,Clear
WX-0001214,RUH,2025-04-27,13,6,9.7,Clear
WX-0001215,RUH,2025-04-28,24,12,9.6,Cloudy
WX-0001216,RUH,2025-04-29,37,8,9.2,Clear
WX-0001217,RUH,2025-04-30,19,13,9.0,Cloudy
WX-0001218,RUH,2025-05-01,13,2,8.1,Clear
WX-0001219,RUH,2025-05-02,27,13,8.2,Clear
WX-0001220,RUH,2025-05-03,26,41,9.2,Rain
WX-0001221,RUH,2025-05-04,10,5,9.5,Clear
WX-0001222,RUH,2025-05-05,32,4,9.2,Cloudy
WX-0001223,RUH,2025-05-06,10,5,8.7,Clear
WX-0001224,RUH,2025-05-07,10,12,8.8,Clear
WX-0001225,RUH,2025-05-08,17,41,1.7,Storm
WX-0001226,RUH,2025-05-09,29,14,9.7,Clear
WX-0001227,RUH,2025-05-10,14,5,3.7,Fog
WX-0001228,RUH,2025-05-11,22,2,8.5,Clear
WX-0001229,RUH,2025-05-12,29,10,9.0,Clear
WX-0001230,RUH,2025-05-13,41,5,8.3,Clear
WX-0001231,RUH,2025-05-14,25,9,8.6,Cloudy
WX-0001232,RUH,2025-05-15,36,8,9.3,Cloudy
WX-0001233,RUH,2025-05-16,12,4,8.6,Clear
WX-0001234,RUH,2025-05-17,38,12,8.1,Clear
WX-0001235,RUH,2025-05-18,26,12,9.2,Cloudy
WX-0001236,RUH,2025-05-19,20,3,8.2,Clear
WX-0001237,RUH,2025-05-20,23,10,8.2,Clear
WX-0001238,RUH,2025-05-21,41,8,9.8,Clear
WX-0001239,RUH,2025-05-22,24,3,10.0,Clear
WX-0001240,RUH,2025-05-23,11,13,9.3,Clear
WX-0001241,RUH,2025-05-24,36,10,8.8,Clear
WX-0001242,RUH,2025-05-25,20,2,8.2,Clear
WX-0001243,RUH,2025-05-26,35,10,10.0,Clear
WX-0001244,RUH,2025-05-27,25,25,9.5,Rain
WX-0001245,RUH,2025-05-28,23,12,8.8,Cloudy
WX-0001246,RUH,2025-05-29,20,6,2.0,Fog
WX-0001247,RUH,2025-05-30,27,12,8.5,Clear
WX-0001248,RUH,2025-05-31,38,14,8.7,Clear
WX-0001249,RUH,2025-06-01,10,4,9.3,Clear
WX-0001250,RUH,2025-06-02,31,3,9.9,Cloudy
WX-0001251,RUH,2025-06-03,26,10,8.5,Clear
WX-0001252,RUH,2025-06-04,33,3,9.4,Cloudy
WX-0001253,RUH,2025-06-05,34,5,9.2,Clear
WX-0001254,RUH,2025-06-06,20,4,8.9,Clear
WX-0001255,RUH,2025-06-07,32,8,8.9,Clear
WX-0001256,RUH,2025-06-08,16,10,9.2,Cloudy
WX-0001257,RUH,2025-06-09,30,9,8.6,Cloudy
WX-0001258,RUH,2025-06-10,18,3,8.7,Clear
WX-0001259,RUH,2025-06-11,12,13,9.8,Clear
WX-0001260,RUH,2025-06-12,24,2,9.7,Cloudy
WX-0001261,RUH,2025-06-13,28,8,9.9,Clear
WX-0001262,RUH,2025-06-14,28,9,9.6,Clear
WX-0001263,RUH,2025-06-15,41,13,9.6,Clear
WX-0001264,RUH,2025-06-16,25,9,3.3,Fog
WX-0001265,RUH,2025-06-17,24,6,10.0,Cloudy
WX-0001266,RUH,2025-06-18,15,13,9.2,Clear
WX-0001267,RUH,2025-06-19,31,7,8.6,Clear
WX-0001268,RUH,2025-06-20,17,2,9.3,Clear
WX-0001269,RUH,2025-06-21,18,2,9.7,Cloudy
WX-0001270,RUH,2025-06-22,15,5,8.8,Clear
WX-0001271,RUH,2025-06-23,14,10,8.9,Clear
WX-0001272,RUH,2025-06-24,31,10,8.6,Clear
WX-0001273,RUH,2025-06-25,38,5,9.3,Cloudy
WX-0001274,RUH,2025-06-26,23,31,3.1,Storm
WX-0001275,RUH,2025-06-27,20,3,8.2,Clear
WX-0001276,RUH,2025-06-28,13,6,9.4,Cloudy
WX-0001277,RUH,2025-06-29,33,13,9.1,Clear
WX-0001278,RUH,2025-06-30,27,9,8.3,Clear
WX-0001279,RUH,2025-07-01,10,12,8.8,Clear
WX-0001280,RUH,2025-07-02,28,13,9.9,Cloudy
WX-0001281,RUH,2025-07-03,11,23,3.3,Storm
WX-0001282,RUH,2025-07-04,26,10,8.1,Clear
WX-0001283,RUH,2025-07-05,41,27,8.4,Rain
WX-0001284,RUH,2025-07-06,32,3,9.3,Clear
WX-0001285,RUH,2025-07-07,23,14,2.2,Fog
WX-0001286,RUH,2025-07-08,34,8,8.5,Clear
WX-0001287,RUH,2025-07-09,11,2,8.8,Cloudy
WX-0001288,RUH,2025-07-10,17,2,9.8,Clear
WX-0001289,RUH,2025-07-11,17,13,8.7,Clear
WX-0001290,RUH,2025-07-12,25,4,8.5,Clear
WX-0001291,RUH,2025-07-13,23,14,9.6,Cloudy
WX-0001292,RUH,2025-07-14,37,11,8.6,Cloudy
WX-0001293,RUH,2025-07-15,19,10,9.2,Cloudy
WX-0001294,RUH,2025-07-16,16,7,9.8,Cloudy
WX-0001295,RUH,2025-07-17,20,30,9.2,Rain
WX-0001296,RUH,2025-07-18,38,6,3.4,Fog
WX-0001297,RUH,2025-07-19,29,12,3.4,Fog
WX-0001298,RUH,2025-07-20,29,27,3.0,Storm
WX-0001299,RUH,2025-07-21,29,9,8.2,Clear
WX-0001300,RUH,2025-07-22,13,3,9.9,Cloudy
WX-0001301,RUH,2025-07-23,37,14,8.3,Cloudy
WX-0001302,RUH,2025-07-24,14,11,9.7,Clear
WX-0001303,RUH,2025-07-25,22,3,9.1,Clear
WX-0001304,RUH,2025-07-26,22,13,8.6,Clear
WX-0001305,RUH,2025-07-27,31,19,3.3,Storm
WX-0001306,RUH,2025-07-28,26,10,8.2,Cloudy
WX-0001307,RUH,2025-07-29,12,8,10.0,Clear
WX-0001308,RUH,2025-07-30,35,5,9.9,Clear
WX-0001309,RUH,2025-07-31,35,13,9.8,Clear
WX-0001310,RUH,2025-08-01,39,41,8.8,Rain
WX-0001311,RUH,2025-08-02,23,37,8.3,Rain
WX-0001312,RUH,2025-08-03,18,3,9.5,Clear
WX-0001313,RUH,2025-08-04,32,2,8.9,Clear
WX-0001314,RUH,2025-08-05,23,3,8.7,Cloudy
WX-0001315,RUH,2025-08-06,33,42,3.2,Storm
WX-0001316,RUH,2025-08-07,36,37,9.2,Rain
WX-0001317,RUH,2025-08-08,30,12,9.2,Clear
WX-0001318,RUH,2025-08-09,18,8,9.2,Cloudy
WX-0001319,RUH,2025-08-10,33,2,9.1,Clear
WX-0001320,RUH,2025-08-11,36,4,2.5,Fog
WX-0001321,RUH,2025-08-12,40,10,9.8,Clear
WX-0001322,RUH,2025-08-13,40,14,8.2,Cloudy
WX-0001323,RUH,2025-08-14,38,5,9.5,Clear
WX-0001324,RUH,2025-08-15,10,12,8.8,Clear
WX-0001325,RUH,2025-08-16,34,12,8.2,Cloudy
WX-0001326,RUH,2025-08-17,25,6,8.7,Clear
WX-0001327,RUH,2025-08-18,17,12,9.1,Cloudy
WX-0001328,RUH,2025-08-19,12,12,9.0,Cloudy
WX-0001329,RUH,2025-08-20,33,13,9.8,Cloudy
WX-0001330,RUH,2025-08-21,13,11,9.3,Clear
WX-0001331,RUH,2025-08-22,17,12,9.3,Cloudy
WX-0001332,RUH,2025-08-23,18,4,8.5,Clear
WX-0001333,RUH,2025-08-24,11,21,9.3,Rain
WX-0001334,RUH,2025-08-25,20,3,8.7,Cloudy
WX-0001335,RUH,2025-08-26,29,8,10.0,Clear
WX-0001336,RUH,2025-08-27,34,2,9.5,Clear
WX-0001337,RUH,2025-08-28,20,9,9.2,Clear
WX-0001338,RUH,2025-08-29,24,5,9.3,Clear
WX-0001339,RUH,2025-08-30,25,13,9.8,Cloudy
WX-0001340,RUH,2025-08-31,30,3,8.8,Cloudy
WX-0001341,RUH,2025-09-01,33,11,9.5,Rain
WX-0001342,RUH,2025-09-02,39,12,9.3,Cloudy
WX-0001343,RUH,2025-09-03,12,12,8.2,Cloudy
WX-0001344,RUH,2025-09-04,40,7,8.7,Clear
WX-0001345,RUH,2025-09-05,26,14,8.6,Clear
WX-0001346,RUH,2025-09-06,25,14,9.3,Cloudy
WX-0001347,RUH,2025-09-07,40,4,9.5,Clear
WX-0001348,RUH,2025-09-08,40,21,8.4,Rain
WX-0001349,RUH,2025-09-09,32,11,9.7,Clear
WX-0001350,RUH,2025-09-10,16,5,9.2,Clear
WX-0001351,RUH,2025-09-11,22,28,2.1,Storm
WX-0001352,RUH,2025-09-12,37,6,8.1,Clear
WX-0001353,RUH,2025-09-13,16,13,2.5,Fog
WX-0001354,RUH,2025-09-14,12,6,8.1,Clear
WX-0001355,RUH,2025-09-15,38,44,1.6,Storm
WX-0001356,RUH,2025-09-16,33,11,8.5,Clear
WX-0001357,RUH,2025-09-17,27,9,8.5,Cloudy
WX-0001358,RUH,2025-09-18,19,17,9.1,Rain
WX-0001359,RUH,2025-09-19,27,9,9.0,Clear
WX-0001360,RUH,2025-09-20,26,11,9.5,Clear
WX-0001361,RUH,2025-09-21,11,10,8.5,Clear
WX-0001362,RUH,2025-09-22,10,7,8.2,Clear
WX-0001363,RUH,2025-09-23,41,37,8.8,Rain
WX-0001364,RUH,2025-09-24,38,14,9.8,Clear
WX-0001365,RUH,2025-09-25,18,13,8.6,Clear
WX-0001366,RUH,2025-09-26,38,5,9.3,Clear
WX-0001367,RUH,2025-09-27,34,8,8.8,Clear
WX-0001368,RUH,2025-09-28,20,12,9.1,Cloudy
WX-0001369,RUH,2025-09-29,30,6,8.3,Cloudy
WX-0001370,RUH,2025-09-30,32,14,8.2,Clear
WX-0001371,RUH,2025-10-01,24,5,8.8,Clear
WX-0001372,RUH,2025-10-02,21,5,8.6,Clear
WX-0001373,RUH,2025-10-03,35,9,8.3,Clear
WX-0001374,RUH,2025-10-04,38,9,8.9,Clear
WX-0001375,RUH,2025-10-05,29,2,9.0,Cloudy
WX-0001376,RUH,2025-10-06,32,10,9.8,Clear
WX-0001377,RUH,2025-10-07,14,14,2.8,Storm
WX-0001378,RUH,2025-10-08,12,10,9.0,Clear
WX-0001379,RUH,2025-10-09,26,7,8.1,Clear
WX-0001380,RUH,2025-10-10,16,6,8.1,Clear
WX-0001381,RUH,2025-10-11,17,10,9.2,Clear
WX-0001382,RUH,2025-10-12,41,3,8.7,Clear
WX-0001383,RUH,2025-10-13,34,10,3.7,Storm
WX-0001384,RUH,2025-10-14,15,13,8.3,Cloudy
WX-0001385,RUH,2025-10-15,35,9,9.8,Clear
WX-0001386,RUH,2025-10-16,27,5,1.0,Fog
WX-0001387,RUH,2025-10-17,19,2,9.9,Clear
WX-0001388,RUH,2025-10-18,21,3,8.8,Clear
WX-0001389,RUH,2025-10-19,20,5,8.4,Cloudy
WX-0001390,RUH,2025-10-20,36,7,8.6,Clear
WX-0001391,RUH,2025-10-21,10,44,9.7,Rain
WX-0001392,RUH,2025-10-22,18,5,9.8,Rain
WX-0001393,RUH,2025-10-23,17,5,9.5,Clear
WX-0001394,RUH,2025-10-24,34,9,8.3,Clear
WX-0001395,RUH,2025-10-25,13,7,9.4,Clear
WX-0001396,RUH,2025-10-26,24,6,8.0,Clear
WX-0001397,RUH,2025-10-27,24,5,9.0,Cloudy
WX-0001398,RUH,2025-10-28,12,9,9.7,Clear
WX-0001399,RUH,2025-10-29,41,11,9.7,Clear
WX-0001400,RUH,2025-10-30,12,3,9.7,Clear
WX-0001401,RUH,2025-10-31,41,8,8.4,Clear
WX-0001402,RUH,2025-11-01,15,12,9.9,Cloudy
WX-0001403,RUH,2025-11-02,34,2,4.0,Fog
WX-0001404,RUH,2025-11-03,34,14,8.1,Clear
WX-0001405,RUH,2025-11-04,34,6,9.3,Rain
WX-0001406,RUH,2025-11-05,16,8,9.1,Cloudy
WX-0001407,RUH,2025-11-06,20,6,2.9,Storm
WX-0001408,RUH,2025-11-07,28,14,9.8,Clear
WX-0001409,RUH,2025-11-08,27,7,9.1,Clear
WX-0001410,RUH,2025-11-09,22,10,9.1,Clear
WX-0001411,RUH,2025-11-10,15,9,8.6,Clear
WX-0001412,RUH,2025-11-11,31,14,8.3,Clear
WX-0001413,RUH,2025-11-12,27,12,9.9,Clear
WX-0001414,RUH,2025-11-13,14,14,9.7,Clear
WX-0001415,RUH,2025-11-14,10,12,2.8,Fog
WX-0001416,RUH,2025-11-15,12,8,9.3,Clear
WX-0001417,RUH,2025-11-16,11,31,2.1,Storm
WX-0001418,RUH,2025-11-17,30,13,8.2,Cloudy
WX-0001419,RUH,2025-11-18,26,5,10.0,Clear
WX-0001420,RUH,2025-11-19,40,12,8.6,Clear
WX-0001421,RUH,2025-11-20,40,5,8.9,Clear
WX-0001422,RUH,2025-11-21,34,2,8.6,Cloudy
WX-0001423,RUH,2025-11-22,28,5,8.6,Clear
WX-0001424,RUH,2025-11-23,35,3,8.2,Clear
WX-0001425,RUH,2025-11-24,33,2,9.6,Clear
WX-0001426,RUH,2025-11-25,11,6,3.1,Fog
WX-0001427,RUH,2025-11-26,26,7,8.2,Cloudy
WX-0001428,RUH,2025-11-27,30,2,8.3,Clear
WX-0001429,RUH,2025-11-28,34,14,9.3,Clear
WX-0001430,RUH,2025-11-29,29,11,3.8,Fog
WX-0001431,RUH,2025-11-30,34,2,9.1,Cloudy
WX-0001432,RUH,2025-12-01,32,12,8.6,Clear
WX-0001433,RUH,2025-12-02,34,12,9.6,Clear
WX-0001434,RUH,2025-12-03,40,8,8.8,Rain
WX-0001435,RUH,2025-12-04,11,2,8.7,Clear
WX-0001436,RUH,2025-12-05,18,2,8.1,Clear
WX-0001437,RUH,2025-12-06,28,4,9.7,Clear
WX-0001438,RUH,2025-12-07,30,3,8.5,Clear
WX-0001439,RUH,2025-12-08,26,13,8.9,Clear
WX-0001440,RUH,2025-12-09,19,3,9.7,Clear
WX-0001441,RUH,2025-12-10,40,40,10.0,Rain
WX-0001442,RUH,2025-12-11,14,10,8.7,Clear
WX-0001443,RUH,2025-12-12,19,2,9.5,Clear
WX-0001444,RUH,2025-12-13,19,14,9.2,Clear
WX-0001445,RUH,2025-12-14,25,2,8.2,Cloudy
WX-0001446,RUH,2025-12-15,34,10,9.7,Clear
WX-0001447,RUH,2025-12-16,36,5,1.9,Storm
WX-0001448,RUH,2025-12-17,12,8,9.8,Clear
WX-0001449,RUH,2025-12-18,39,14,9.1,Clear
WX-0001450,RUH,2025-12-19,31,7,8.8,Clear
WX-0001451,RUH,2025-12-20,39,42,9.5,Rain
WX-0001452,RUH,2025-12-21,12,4,9.0,Clear
WX-0001453,RUH,2025-12-22,11,7,8.1,Clear
WX-0001454,RUH,2025-12-23,12,4,8.3,Clear
WX-0001455,RUH,2025-12-24,32,7,9.0,Cloudy
WX-0001456,RUH,2025-12-25,25,13,9.1,Cloudy
WX-0001457,RUH,2025-12-26,12,5,8.6,Cloudy
WX-0001458,RUH,2025-12-27,38,7,9.9,Clear
WX-0001459,RUH,2025-12-28,17,14,9.7,Clear
WX-0001460,RUH,2025-12-29,24,39,9.9,Rain
WX-0001461,RUH,2025-12-30,28,5,8.6,Cloudy
WX-0001462,RUH,2025-12-31,31,4,2.6,Fog
WX-0001463,DMM,2024-01-01,32,4,8.7,Clear
WX-0001464,DMM,2024-01-02,36,7,2.4,Fog
WX-0001465,DMM,2024-01-03,10,7,8.2,Clear
WX-0001466,DMM,2024-01-04,34,13,9.9,Clear
WX-0001467,DMM,2024-01-05,11,11,8.2,Clear
WX-0001468,DMM,2024-01-06,12,11,8.8,Cloudy
WX-0001469,DMM,2024-01-07,24,8,8.4,Clear
WX-0001470,DMM,2024-01-08,26,19,9.4,Rain
WX-0001471,DMM,2024-01-09,33,7,8.6,Clear
WX-0001472,DMM,2024-01-10,38,4,9.7,Clear
WX-0001473,DMM,2024-01-11,27,6,3.8,Storm
WX-0001474,DMM,2024-01-12,26,5,8.3,Clear
WX-0001475,DMM,2024-01-13,41,3,9.8,Clear
WX-0001476,DMM,2024-01-14,16,4,9.1,Clear
WX-0001477,DMM,2024-01-15,17,11,8.4,Cloudy
WX-0001478,DMM,2024-01-16,41,41,2.8,Storm
WX-0001479,DMM,2024-01-17,30,8,8.4,Clear
WX-0001480,DMM,2024-01-18,22,2,1.9,Fog
WX-0001481,DMM,2024-01-19,19,9,3.8,Storm
WX-0001482,DMM,2024-01-20,11,10,9.4,Clear
WX-0001483,DMM,2024-01-21,18,3,9.8,Clear
WX-0001484,DMM,2024-01-22,21,6,8.8,Clear
WX-0001485,DMM,2024-01-23,23,6,8.1,Clear
WX-0001486,DMM,2024-01-24,22,11,9.1,Clear
WX-0001487,DMM,2024-01-25,15,10,8.4,Cloudy
WX-0001488,DMM,2024-01-26,41,9,8.6,Clear
WX-0001489,DMM,2024-01-27,41,2,8.4,Clear
WX-0001490,DMM,2024-01-28,40,2,9.8,Clear
WX-0001491,DMM,2024-01-29,17,5,8.7,Clear
WX-0001492,DMM,2024-01-30,11,5,9.3,Clear
WX-0001493,DMM,2024-01-31,37,10,1.4,Fog
WX-0001494,DMM,2024-02-01,18,10,8.3,Cloudy
WX-0001495,DMM,2024-02-02,18,4,8.2,Clear
WX-0001496,DMM,2024-02-03,18,9,8.1,Cloudy
WX-0001497,DMM,2024-02-04,32,11,9.3,Clear
WX-0001498,DMM,2024-02-05,31,11,3.9,Fog
WX-0001499,DMM,2024-02-06,13,6,9.8,Clear
WX-0001500,DMM,2024-02-07,21,7,8.5,Cloudy
WX-0001501,DMM,2024-02-08,13,2,9.8,Cloudy
WX-0001502,DMM,2024-02-09,23,6,8.2,Clear
WX-0001503,DMM,2024-02-10,31,2,9.2,Clear
WX-0001504,DMM,2024-02-11,18,5,9.5,Clear
WX-0001505,DMM,2024-02-12,20,5,2.1,Fog
WX-0001506,DMM,2024-02-13,36,8,9.6,Cloudy
WX-0001507,DMM,2024-02-14,40,7,9.5,Clear
WX-0001508,DMM,2024-02-15,10,10,8.7,Rain
WX-0001509,DMM,2024-02-16,24,11,9.4,Clear
WX-0001510,DMM,2024-02-17,28,14,9.7,Clear
WX-0001511,DMM,2024-02-18,28,7,9.4,Clear
WX-0001512,DMM,2024-02-19,35,3,9.8,Cloudy
WX-0001513,DMM,2024-02-20,36,3,9.6,Clear
WX-0001514,DMM,2024-02-21,34,5,9.8,Cloudy
WX-0001515,DMM,2024-02-22,12,10,9.8,Clear
WX-0001516,DMM,2024-02-23,39,4,9.5,Clear
WX-0001517,DMM,2024-02-24,16,7,9.7,Cloudy
WX-0001518,DMM,2024-02-25,35,8,8.9,Rain
WX-0001519,DMM,2024-02-26,34,6,9.3,Clear
WX-0001520,DMM,2024-02-27,31,11,8.6,Clear
WX-0001521,DMM,2024-02-28,30,3,9.1,Cloudy
WX-0001522,DMM,2024-02-29,18,4,9.8,Clear
WX-0001523,DMM,2024-03-01,39,5,8.5,Clear
WX-0001524,DMM,2024-03-02,38,13,8.6,Cloudy
WX-0001525,DMM,2024-03-03,37,8,8.8,Clear
WX-0001526,DMM,2024-03-04,11,26,2.9,Storm
WX-0001527,DMM,2024-03-05,32,19,8.6,Rain
WX-0001528,DMM,2024-03-06,15,11,8.4,Clear
WX-0001529,DMM,2024-03-07,16,12,9.5,Clear
WX-0001530,DMM,2024-03-08,14,3,8.6,Cloudy
WX-0001531,DMM,2024-03-09,34,12,9.6,Clear
WX-0001532,DMM,2024-03-10,41,5,9.9,Clear
WX-0001533,DMM,2024-03-11,39,23,2.2,Storm
WX-0001534,DMM,2024-03-12,24,5,9.6,Cloudy
WX-0001535,DMM,2024-03-13,21,14,9.3,Clear
WX-0001536,DMM,2024-03-14,22,6,9.3,Clear
WX-0001537,DMM,2024-03-15,22,17,8.5,Rain
WX-0001538,DMM,2024-03-16,12,10,9.9,Clear
WX-0001539,DMM,2024-03-17,40,4,8.8,Clear
WX-0001540,DMM,2024-03-18,26,12,8.4,Clear
WX-0001541,DMM,2024-03-19,21,11,9.3,Clear
WX-0001542,DMM,2024-03-20,12,4,8.3,Clear
WX-0001543,DMM,2024-03-21,36,13,2.0,Fog
WX-0001544,DMM,2024-03-22,39,14,8.9,Clear
WX-0001545,DMM,2024-03-23,36,6,9.3,Clear
WX-0001546,DMM,2024-03-24,40,14,9.7,Cloudy
WX-0001547,DMM,2024-03-25,16,27,9.6,Rain
WX-0001548,DMM,2024-03-26,32,4,8.6,Clear
WX-0001549,DMM,2024-03-27,12,10,9.7,Clear
WX-0001550,DMM,2024-03-28,29,8,8.2,Cloudy
WX-0001551,DMM,2024-03-29,17,6,9.3,Clear
WX-0001552,DMM,2024-03-30,37,12,9.4,Clear
WX-0001553,DMM,2024-03-31,40,33,9.2,Rain
WX-0001554,DMM,2024-04-01,31,12,9.6,Clear
WX-0001555,DMM,2024-04-02,19,33,8.7,Rain
WX-0001556,DMM,2024-04-03,33,26,1.6,Storm
WX-0001557,DMM,2024-04-04,28,7,9.1,Clear
WX-0001558,DMM,2024-04-05,38,14,9.7,Clear
WX-0001559,DMM,2024-04-06,30,26,9.9,Rain
WX-0001560,DMM,2024-04-07,31,11,9.8,Clear
WX-0001561,DMM,2024-04-08,38,8,8.4,Cloudy
WX-0001562,DMM,2024-04-09,41,6,8.2,Cloudy
WX-0001563,DMM,2024-04-10,10,8,2.6,Storm
WX-0001564,DMM,2024-04-11,23,2,8.1,Clear
WX-0001565,DMM,2024-04-12,29,7,8.7,Cloudy
WX-0001566,DMM,2024-04-13,41,4,8.3,Clear
WX-0001567,DMM,2024-04-14,24,13,9.7,Clear
WX-0001568,DMM,2024-04-15,29,9,9.7,Clear
WX-0001569,DMM,2024-04-16,37,13,8.0,Cloudy
WX-0001570,DMM,2024-04-17,33,2,8.4,Clear
WX-0001571,DMM,2024-04-18,11,9,9.5,Cloudy
WX-0001572,DMM,2024-04-19,23,34,9.1,Rain
WX-0001573,DMM,2024-04-20,39,6,8.6,Cloudy
WX-0001574,DMM,2024-04-21,27,7,9.3,Clear
WX-0001575,DMM,2024-04-22,36,9,8.7,Cloudy
WX-0001576,DMM,2024-04-23,28,10,8.7,Cloudy
WX-0001577,DMM,2024-04-24,23,5,9.5,Clear
WX-0001578,DMM,2024-04-25,15,7,9.3,Clear
WX-0001579,DMM,2024-04-26,21,13,8.3,Clear
WX-0001580,DMM,2024-04-27,28,5,9.2,Clear
WX-0001581,DMM,2024-04-28,25,12,9.8,Clear
WX-0001582,DMM,2024-04-29,34,12,8.5,Clear
WX-0001583,DMM,2024-04-30,21,21,3.1,Storm
WX-0001584,DMM,2024-05-01,14,13,9.1,Cloudy
WX-0001585,DMM,2024-05-02,15,3,9.4,Clear
WX-0001586,DMM,2024-05-03,35,14,9.3,Clear
WX-0001587,DMM,2024-05-04,21,11,3.9,Fog
WX-0001588,DMM,2024-05-05,30,14,9.5,Clear
WX-0001589,DMM,2024-05-06,32,43,10.0,Rain
WX-0001590,DMM,2024-05-07,14,14,8.0,Cloudy
WX-0001591,DMM,2024-05-08,23,12,8.8,Clear
WX-0001592,DMM,2024-05-09,19,5,8.7,Clear
WX-0001593,DMM,2024-05-10,13,26,1.5,Storm
WX-0001594,DMM,2024-05-11,39,14,9.8,Clear
WX-0001595,DMM,2024-05-12,33,8,9.8,Clear
WX-0001596,DMM,2024-05-13,25,5,9.8,Clear
WX-0001597,DMM,2024-05-14,12,2,8.9,Cloudy
WX-0001598,DMM,2024-05-15,19,13,8.4,Cloudy
WX-0001599,DMM,2024-05-16,37,10,9.4,Clear
WX-0001600,DMM,2024-05-17,36,2,9.0,Cloudy
WX-0001601,DMM,2024-05-18,35,6,9.1,Clear
WX-0001602,DMM,2024-05-19,12,31,8.6,Rain
WX-0001603,DMM,2024-05-20,30,8,8.5,Clear
WX-0001604,DMM,2024-05-21,30,10,9.3,Cloudy
WX-0001605,DMM,2024-05-22,29,7,8.8,Clear
WX-0001606,DMM,2024-05-23,18,6,9.3,Clear
WX-0001607,DMM,2024-05-24,24,3,8.9,Clear
WX-0001608,DMM,2024-05-25,24,8,9.5,Clear
WX-0001609,DMM,2024-05-26,17,32,8.9,Rain
WX-0001610,DMM,2024-05-27,35,13,8.4,Clear
WX-0001611,DMM,2024-05-28,32,7,9.9,Clear
WX-0001612,DMM,2024-05-29,41,21,9.7,Rain
WX-0001613,DMM,2024-05-30,25,37,9.2,Rain
WX-0001614,DMM,2024-05-31,28,6,8.6,Cloudy
WX-0001615,DMM,2024-06-01,37,11,9.8,Clear
WX-0001616,DMM,2024-06-02,37,16,9.8,Rain
WX-0001617,DMM,2024-06-03,18,3,9.0,Clear
WX-0001618,DMM,2024-06-04,18,10,8.6,Clear
WX-0001619,DMM,2024-06-05,34,5,8.2,Clear
WX-0001620,DMM,2024-06-06,37,14,8.4,Clear
WX-0001621,DMM,2024-06-07,39,11,8.6,Clear
WX-0001622,DMM,2024-06-08,34,8,9.3,Cloudy
WX-0001623,DMM,2024-06-09,15,13,9.1,Clear
WX-0001624,DMM,2024-06-10,12,10,9.4,Clear
WX-0001625,DMM,2024-06-11,35,3,8.9,Clear
WX-0001626,DMM,2024-06-12,30,7,9.1,Cloudy
WX-0001627,DMM,2024-06-13,37,2,8.7,Clear
WX-0001628,DMM,2024-06-14,35,3,8.0,Clear
WX-0001629,DMM,2024-06-15,10,10,9.3,Clear
WX-0001630,DMM,2024-06-16,10,12,9.5,Clear
WX-0001631,DMM,2024-06-17,40,6,8.2,Cloudy
WX-0001632,DMM,2024-06-18,34,2,9.5,Clear
WX-0001633,DMM,2024-06-19,27,24,2.4,Storm
WX-0001634,DMM,2024-06-20,41,7,9.7,Rain
WX-0001635,DMM,2024-06-21,21,2,2.1,Fog
WX-0001636,DMM,2024-06-22,18,9,9.9,Clear
WX-0001637,DMM,2024-06-23,23,2,9.9,Clear
WX-0001638,DMM,2024-06-24,40,10,9.2,Clear
WX-0001639,DMM,2024-06-25,12,7,8.7,Clear
WX-0001640,DMM,2024-06-26,24,4,9.9,Clear
WX-0001641,DMM,2024-06-27,19,2,10.0,Clear
WX-0001642,DMM,2024-06-28,20,12,9.9,Clear
WX-0001643,DMM,2024-06-29,30,40,2.0,Storm
WX-0001644,DMM,2024-06-30,39,9,8.8,Cloudy
WX-0001645,DMM,2024-07-01,16,3,8.4,Clear
WX-0001646,DMM,2024-07-02,23,6,9.7,Clear
WX-0001647,DMM,2024-07-03,21,2,9.2,Clear
WX-0001648,DMM,2024-07-04,28,6,9.2,Cloudy
WX-0001649,DMM,2024-07-05,26,4,8.3,Cloudy
WX-0001650,DMM,2024-07-06,16,9,3.9,Storm
