Ticket_ID,Flight_ID,Passenger_ID,Class,Fare_Amount_USD,Booking_Date
TK-0024137,FL-042637,PA-015939,Economy,806.51,2025-10-15
TK-0024138,FL-086764,PA-004975,Economy,577.7,2025-01-29
TK-0024139,FL-033585,PA-010125,Economy,515.29,2025-03-23
TK-0024140,FL-007970,PA-019620,Business,960.98,2024-01-07
TK-0024141,FL-081012,PA-024917,Economy,865.04,2024-03-30
TK-0024142,FL-047945,PA-019550,Economy,309.44,2025-09-20
TK-0024143,FL-065497,PA-012554,Economy,113.17,2025-08-12
TK-0024144,FL-050740,PA-019106,Economy,730.48,2024-12-31
TK-0024145,FL-025600,PA-009661,Economy,547.1,2025-02-01
TK-0024146,FL-098759,PA-021675,Economy,842.46,2024-05-07
TK-0024147,FL-071171,PA-014889,Economy,407.15,2024-10-12
TK-0024148,FL-091185,PA-023338,Economy,813.36,2023-12-01
TK-0024149,FL-038766,PA-005699,Economy,822.34,2024-10-16
TK-0024150,FL-000327,PA-004277,Economy,599.13,2025-01-21
TK-0024151,FL-045519,PA-023201,Economy,152.77,2024-04-21
TK-0024152,FL-063657,PA-009702,Economy,695.03,2024-03-04
TK-0024153,FL-093032,PA-003785,Economy,672.18,2024-12-20
TK-0024154,FL-077877,PA-023096,Economy,310.8,2024-05-05
TK-0024155,FL-043663,PA-013162,Economy,849.86,2024-04-24
TK-0024156,FL-068625,PA-007347,Economy,640.56,2025-03-11
TK-0024157,FL-054385,PA-001447,Economy,858.4,2025-08-25
TK-0024158,FL-060018,PA-001245,Economy,712.54,2023-12-31
TK-0024159,FL-035391,PA-011019,Economy,810.8,2023-10-26
TK-0024160,FL-003205,PA-011875,Economy,780.81,2024-03-20
TK-0024161,FL-013500,PA-001878,Economy,356.77,2024-04-18
TK-0024162,FL-047413,PA-015124,Economy,805.16,2023-12-16
TK-0024163,FL-007638,PA-010893,Business,1480.43,2024-04-08
TK-0024164,FL-077905,PA-019585,Business,1143.49,2024-05-06
TK-0024165,FL-048070,PA-000134,Economy,299.79,2025-04-27
TK-0024166,FL-003075,PA-018064,Economy,181.3,2024-10-04
TK-0024167,FL-016081,PA-019543,Economy,499.9,2024-02-02
TK-0024168,FL-061120,PA-004276,Business,2247.91,2025-04-02
TK-0024169,FL-091052,PA-002516,Economy,340.03,2025-09-12
TK-0024170,FL-016045,PA-014389,Economy,341.64,2024-01-25
TK-0024171,FL-000277,PA-016403,Economy,162.6,2024-02-08
TK-0024172,FL-003083,PA-024830,Economy,349.26,2023-12-24
TK-0024173,FL-009330,PA-020013,Economy,722.51,2025-10-18
TK-0024174,FL-001353,PA-004795,Economy,821.08,2024-04-04
TK-0024175,FL-045682,PA-019154,Economy,228.14,2024-04-12
TK-0024176,FL-055485,PA-024173,Economy,388.86,2024-11-16
TK-0024177,FL-090892,PA-017501,First,904.03,2024-05-12
TK-0024178,FL-062723,PA-019985,Business,2428.55,2023-12-25
TK-0024179,FL-058697,PA-024467,Economy,524.16,2025-03-29
TK-0024180,FL-081965,PA-009387,Economy,594.24,2023-11-30
TK-0024181,FL-077705,PA-015454,Economy,604.85,2025-07-29
TK-0024182,FL-047395,PA-006142,Economy,806.55,2023-12-05
TK-0024183,FL-052365,PA-010563,Economy,413.14,2025-05-28
TK-0024184,FL-029502,PA-002294,Economy,510.98,2024-11-04
TK-0024185,FL-043206,PA-019115,Business,2424.39,2024-02-08
TK-0024186,FL-002093,PA-003860,First,5083.19,2025-03-10
TK-0024187,FL-011644,PA-000795,Economy,292.84,2024-05-12
TK-0024188,FL-078282,PA-020298,Economy,372.54,2025-03-09
TK-0024189,FL-084077,PA-004342,Business,1117.34,2025-06-09
TK-0024190,FL-049760,PA-018471,Economy,721.29,2024-12-04
TK-0024191,FL-007485,PA-004472,Business,1723.54,2025-02-20
TK-0024192,FL-004785,PA-013735,Economy,352.87,2024-11-13
TK-0024193,FL-065043,PA-004633,Economy,359.81,2025-09-27
TK-0024194,FL-096432,PA-015489,Economy,639.35,2023-12-11
TK-0024195,FL-013132,PA-019240,Economy,387.28,2025-01-04
TK-0024196,FL-014611,PA-006571,Economy,173.11,2023-10-19
TK-0024197,FL-039608,PA-011116,Economy,109.03,2024-10-09
TK-0024198,FL-036547,PA-000293,Economy,128.44,2024-08-06
TK-0024199,FL-064179,PA-020823,Economy,414.85,2024-09-25
TK-0024200,FL-081702,PA-012288,Economy,811.48,2024-03-06
TK-0024201,FL-038815,PA-006558,Economy,364.97,2025-01-22
TK-0024202,FL-031370,PA-016419,Economy,328.15,2025-06-27
TK-0024203,FL-066542,PA-000713,Economy,865.01,2025-09-12
TK-0024204,FL-004144,PA-020866,Economy,819.01,2024-04-25
TK-0024205,FL-066225,PA-008593,Economy,145.74,2024-10-11
TK-0024206,FL-030125,PA-003098,Economy,153.26,2024-03-26
TK-0024207,FL-029461,PA-002598,Business,1113.66,2025-07-17
TK-0024208,FL-040981,PA-014291,Economy,466.39,2025-09-05
TK-0024209,FL-092335,PA-014544,Economy,483.91,2024-06-10
TK-0024210,FL-066560,PA-010960,Economy,512.11,2024-05-05
TK-0024211,FL-036004,PA-018807,Economy,246.27,2024-04-18
TK-0024212,FL-041513,PA-002052,Economy,470.27,2025-08-19
TK-0024213,FL-089407,PA-001810,Economy,365.47,2024-02-26
TK-0024214,FL-037458,PA-019075,Economy,258.04,2025-01-10
TK-0024215,FL-016671,PA-006280,Economy,538.63,2025-05-01
TK-0024216,FL-007098,PA-018465,First,2890.43,2024-01-06
TK-0024217,FL-024995,PA-008356,Economy,688.31,2024-07-22
TK-0024218,FL-076073,PA-010526,Economy,696.99,2025-01-06
TK-0024219,FL-092747,PA-022533,Economy,575.68,2024-07-10
TK-0024220,FL-079188,PA-010594,Economy,720.17,2025-04-30
TK-0024221,FL-008141,PA-021845,Economy,312.09,2024-12-17
TK-0024222,FL-042641,PA-013697,Economy,501.2,2025-07-20
TK-0024223,FL-083513,PA-018228,Economy,111.94,2024-12-10
TK-0024224,FL-048445,PA-019804,Economy,155.88,2025-10-16
TK-0024225,FL-063579,PA-011862,Economy,105.51,2025-01-17
TK-0024226,FL-003490,PA-013819,Economy,375.47,2024-09-01
TK-0024227,FL-021020,PA-007743,Economy,454.9,2024-12-11
TK-0024228,FL-004846,PA-004364,Economy,857.71,2024-05-04
TK-0024229,FL-017865,PA-018972,Economy,761.73,2025-03-31
TK-0024230,FL-052480,PA-005022,Economy,595.66,2023-12-16
TK-0024231,FL-043447,PA-019932,Economy,335.86,2025-03-31
TK-0024232,FL-048784,PA-015876,Economy,182.83,2025-01-09
TK-0024233,FL-013566,PA-013172,Business,1117.59,2023-12-31
TK-0024234,FL-076704,PA-014881,Economy,499.54,2024-02-17
TK-0024235,FL-013340,PA-024078,Economy,807.0,2025-07-29
TK-0024236,FL-000005,PA-009588,Economy,764.52,2025-04-12
TK-0024237,FL-019288,PA-020560,Economy,831.59,2024-01-12
TK-0024238,FL-095551,PA-003808,Economy,883.52,2024-08-03
TK-0024239,FL-072740,PA-017182,Economy,497.76,2025-03-08
TK-0024240,FL-012582,PA-009715,Economy,587.42,2024-10-21
TK-0024241,FL-040379,PA-014442,Business,1051.71,2024-07-25
TK-0024242,FL-014023,PA-004296,Economy,761.63,2025-02-13
TK-0024243,FL-021377,PA-009097,Economy,855.33,2024-03-06
TK-0024244,FL-063805,PA-013516,Economy,337.56,2025-06-22
TK-0024245,FL-072352,PA-010138,Business,1455.88,2024-07-27
TK-0024246,FL-006499,PA-008599,Economy,750.73,2024-08-01
TK-0024247,FL-082720,PA-019089,Economy,447.73,2025-05-31
TK-0024248,FL-025486,PA-018729,Economy,143.05,2025-09-22
TK-0024249,FL-092709,PA-014104,First,2622.31,2024-04-23
TK-0024250,FL-035594,PA-006888,Economy,770.96,2025-10-02
TK-0024251,FL-094141,PA-005926,Economy,272.39,2025-07-21
TK-0024252,FL-019253,PA-009638,Economy,568.97,2025-05-19
TK-0024253,FL-041996,PA-013320,Economy,749.79,2024-03-09
TK-0024254,FL-004364,PA-001217,First,1795.4,2025-04-14
TK-0024255,FL-038507,PA-016409,Economy,806.9,2024-07-30
TK-0024256,FL-028929,PA-008503,Economy,222.04,2025-10-20
TK-0024257,FL-039257,PA-006716,Economy,661.37,2025-11-10
TK-0024258,FL-080312,PA-019375,Economy,91.48,2024-02-29
TK-0024259,FL-032755,PA-015146,Economy,142.07,2023-12-17
TK-0024260,FL-008171,PA-022441,Economy,104.78,2023-12-07
TK-0024261,FL-082869,PA-000439,Economy,604.41,2024-05-22
TK-0024262,FL-020124,PA-010595,Economy,476.51,2025-09-06
TK-0024263,FL-042042,PA-021747,Economy,725.25,2025-02-09
TK-0024264,FL-038847,PA-019163,Economy,80.52,2024-10-31
TK-0024265,FL-061697,PA-021775,Economy,184.85,2024-03-10
TK-0024266,FL-080578,PA-002255,Economy,204.67,2025-04-14
TK-0024267,FL-034732,PA-007390,Economy,340.33,2025-04-02
TK-0024268,FL-094115,PA-019379,Economy,680.25,2025-04-09
TK-0024269,FL-088458,PA-000761,Economy,141.21,2024-07-29
TK-0024270,FL-076000,PA-006453,Economy,249.21,2024-10-12
TK-0024271,FL-080577,PA-009313,Economy,843.3,2024-01-12
TK-0024272,FL-069437,PA-024690,Economy,855.1,2024-07-06
TK-0024273,FL-035540,PA-004321,Economy,515.34,2025-10-13
TK-0024274,FL-007620,PA-008206,Economy,732.91,2024-03-10
TK-0024275,FL-081207,PA-024394,Economy,422.6,2025-04-04
TK-0024276,FL-039448,PA-014730,Economy,139.73,2024-07-27
TK-0024277,FL-044698,PA-019296,Business,1791.32,2024-06-12
TK-0024278,FL-016635,PA-021715,Economy,213.46,2025-06-14
TK-0024279,FL-044094,PA-016068,Economy,471.01,2024-01-21
TK-0024280,FL-027454,PA-005947,Economy,782.01,2025-05-26
TK-0024281,FL-075697,PA-018678,Economy,121.31,2025-11-02
TK-0024282,FL-029036,PA-001726,Economy,248.85,2025-03-24
TK-0024283,FL-076781,PA-003775,Economy,842.5,2024-04-11
TK-0024284,FL-076564,PA-014672,Economy,300.88,2024-01-28
TK-0024285,FL-003594,PA-001751,Economy,355.12,2025-07-05
TK-0024286,FL-057917,PA-005137,Economy,763.24,2025-10-21
TK-0024287,FL-071161,PA-015101,Business,835.13,2024-02-10
TK-0024288,FL-094980,PA-016051,Economy,336.49,2025-05-04
TK-0024289,FL-005817,PA-001209,Economy,601.19,2023-12-21
TK-0024290,FL-046728,PA-006933,Economy,247.74,2024-04-16
TK-0024291,FL-065352,PA-019225,Economy,575.4,2024-07-16
TK-0024292,FL-096295,PA-019557,Economy,232.93,2024-03-29
TK-0024293,FL-024538,PA-014582,Economy,575.07,2024-10-31
TK-0024294,FL-081629,PA-014766,Business,1454.59,2025-06-22
TK-0024295,FL-099330,PA-021009,Economy,230.76,2025-03-09
TK-0024296,FL-066656,PA-018066,Economy,329.63,2025-09-17
TK-0024297,FL-041714,PA-016775,Economy,375.92,2024-04-26
TK-0024298,FL-037619,PA-003358,Economy,675.44,2024-08-04
TK-0024299,FL-068139,PA-022600,Economy,472.71,2024-04-29
TK-0024300,FL-003412,PA-000374,Economy,99.01,2024-07-26
TK-0024301,FL-089035,PA-018099,Economy,120.89,2024-10-20
TK-0024302,FL-074942,PA-003095,Economy,370.85,2025-12-01
TK-0024303,FL-053126,PA-000800,Economy,305.41,2025-04-10
TK-0024304,FL-029799,PA-023650,Economy,403.4,2024-12-21
TK-0024305,FL-076215,PA-014897,Economy,225.64,2024-09-17
TK-0024306,FL-073283,PA-005022,Business,2129.96,2025-04-05
TK-0024307,FL-007833,PA-012733,Economy,808.02,2025-05-05
TK-0024308,FL-065662,PA-013133,Economy,255.05,2025-04-11
TK-0024309,FL-065931,PA-012283,Economy,251.48,2024-01-21
TK-0024310,FL-067088,PA-014125,Economy,134.42,2025-06-02
TK-0024311,FL-050907,PA-015351,Economy,228.53,2025-06-01
TK-0024312,FL-061910,PA-005653,Economy,254.85,2024-09-13
TK-0024313,FL-098468,PA-005382,Economy,206.78,2024-05-05
TK-0024314,FL-080505,PA-001978,Economy,214.75,2023-12-13
TK-0024315,FL-098176,PA-002916,Business,1503.85,2025-06-18
TK-0024316,FL-013297,PA-019058,Economy,596.83,2025-08-15
TK-0024317,FL-090697,PA-011904,Economy,357.46,2025-01-03
TK-0024318,FL-086597,PA-016334,Economy,682.11,2025-08-04
TK-0024319,FL-043796,PA-011386,Economy,782.69,2025-10-07
TK-0024320,FL-040013,PA-023227,Business,1252.89,2024-05-26
TK-0024321,FL-046231,PA-014669,Business,552.88,2024-07-12
TK-0024322,FL-009557,PA-002586,Economy,227.44,2025-05-28
TK-0024323,FL-009971,PA-019903,Business,2130.18,2024-04-03
TK-0024324,FL-059714,PA-012850,Economy,723.65,2025-02-06
TK-0024325,FL-070993,PA-002729,Economy,661.18,2024-12-31
TK-0024326,FL-017807,PA-002780,Economy,195.87,2024-04-19
TK-0024327,FL-041357,PA-003983,Economy,152.24,2023-12-18
TK-0024328,FL-070695,PA-008363,Economy,601.27,2024-12-27
TK-0024329,FL-026976,PA-009928,Economy,860.27,2024-05-21
TK-0024330,FL-062528,PA-015478,Economy,465.41,2024-11-19
TK-0024331,FL-053131,PA-004693,Economy,424.67,2024-09-14
TK-0024332,FL-011115,PA-011162,Economy,231.69,2025-09-17
TK-0024333,FL-050798,PA-000845,Economy,414.96,2023-12-21
TK-0024334,FL-038384,PA-023416,Economy,701.51,2025-01-31
TK-0024335,FL-027671,PA-014141,Economy,130.62,2025-04-03
TK-0024336,FL-059842,PA-012922,Economy,668.19,2024-09-26
TK-0024337,FL-041855,PA-020340,Economy,586.68,2025-05-28
TK-0024338,FL-018928,PA-013755,Economy,739.74,2024-08-05
TK-0024339,FL-025680,PA-018231,Economy,874.73,2024-10-19
TK-0024340,FL-039426,PA-002794,Economy,448.79,2024-07-22
TK-0024341,FL-047667,PA-015073,Economy,340.5,2024-01-20
TK-0024342,FL-008759,PA-011829,Economy,333.53,2025-06-04
TK-0024343,FL-074527,PA-009248,Economy,385.28,2024-09-08
TK-0024344,FL-062207,PA-007116,Economy,778.92,2024-06-09
TK-0024345,FL-031169,PA-003875,Business,2366.58,2025-07-17
TK-0024346,FL-098830,PA-013763,Economy,435.31,2024-03-24
TK-0024347,FL-031347,PA-004879,Business,506.68,2024-02-13
TK-0024348,FL-023005,PA-009567,Economy,113.75,2025-10-16
TK-0024349,FL-008804,PA-016637,Economy,198.06,2024-05-18
TK-0024350,FL-011306,PA-004147,Economy,778.38,2025-10-31
TK-0024351,FL-066911,PA-013154,Economy,464.88,2025-07-26
TK-0024352,FL-080501,PA-008720,Economy,481.84,2025-10-11
TK-0024353,FL-089424,PA-009514,Economy,489.82,2024-04-21
TK-0024354,FL-078541,PA-007011,Economy,818.92,2025-04-06
TK-0024355,FL-069979,PA-015969,Economy,447.35,2024-10-08
TK-0024356,FL-044053,PA-002226,Economy,424.17,2024-10-27
TK-0024357,FL-018849,PA-012808,Economy,696.98,2024-09-04
TK-0024358,FL-083351,PA-001186,Economy,317.4,2024-10-26
TK-0024359,FL-084515,PA-001240,Economy,649.74,2025-05-27
TK-0024360,FL-047109,PA-015279,Economy,438.96,2024-03-19
TK-0024361,FL-006477,PA-003164,Business,1908.63,2025-11-13
TK-0024362,FL-039140,PA-018241,Economy,448.09,2024-12-05
TK-0024363,FL-057084,PA-014799,Economy,596.33,2025-07-02
TK-0024364,FL-064623,PA-019881,Economy,265.39,2025-09-12
TK-0024365,FL-049417,PA-023716,Economy,686.76,2025-01-04
TK-0024366,FL-013503,PA-013593,Economy,394.84,2025-03-08
TK-0024367,FL-068438,PA-009946,First,2916.52,2025-07-11
TK-0024368,FL-055114,PA-003373,Economy,297.11,2024-04-18
TK-0024369,FL-054875,PA-013460,Economy,836.49,2025-05-13
TK-0024370,FL-009365,PA-007885,Business,800.96,2025-10-06
TK-0024371,FL-032833,PA-006282,Economy,292.6,2025-03-14
TK-0024372,FL-013548,PA-023324,Economy,426.68,2024-12-09
TK-0024373,FL-062729,PA-002068,Economy,856.05,2025-06-02
TK-0024374,FL-021559,PA-001665,First,3999.99,2025-05-10
TK-0024375,FL-068615,PA-002827,Business,1961.96,2025-10-17
TK-0024376,FL-011502,PA-014841,Economy,324.88,2024-10-16
TK-0024377,FL-057747,PA-017200,Economy,291.61,2025-12-03
TK-0024378,FL-093158,PA-022903,Business,1972.58,2024-10-03
TK-0024379,FL-075527,PA-005445,Economy,611.51,2024-11-02
TK-0024380,FL-002970,PA-019780,Economy,723.29,2024-10-04
TK-0024381,FL-093531,PA-014811,Economy,689.2,2025-09-16
TK-0024382,FL-073850,PA-000360,Economy,286.31,2024-08-10
TK-0024383,FL-081576,PA-022949,Economy,91.99,2024-08-15
TK-0024384,FL-041847,PA-024675,Business,2248.2,2024-01-14
TK-0024385,FL-004599,PA-019196,Economy,229.62,2024-03-05
TK-0024386,FL-002734,PA-010802,Business,2225.19,2024-12-21
TK-0024387,FL-069366,PA-018669,Economy,732.97,2024-10-11
TK-0024388,FL-069624,PA-001607,First,3579.75,2025-04-21
TK-0024389,FL-022977,PA-004066,Economy,860.71,2025-06-30
TK-0024390,FL-019254,PA-007794,Economy,691.11,2024-05-16
TK-0024391,FL-091651,PA-018225,Economy,516.28,2024-06-09
TK-0024392,FL-092742,PA-016357,Economy,426.18,2024-06-17
TK-0024393,FL-095843,PA-015209,Economy,213.42,2025-06-01
TK-0024394,FL-034183,PA-009600,Business,638.67,2023-11-19
TK-0024395,FL-029703,PA-006271,Economy,677.2,2024-07-21
TK-0024396,FL-006009,PA-000402,Economy,193.95,2025-05-31
TK-0024397,FL-091861,PA-017394,Economy,817.55,2025-05-24
TK-0024398,FL-092174,PA-011233,Business,2458.14,2024-01-12
TK-0024399,FL-055363,PA-010807,Economy,659.28,2023-12-19
TK-0024400,FL-055860,PA-004588,Economy,360.48,2025-04-04
TK-0024401,FL-081300,PA-004466,Economy,716.53,2024-11-14
TK-0024402,FL-083832,PA-008956,Economy,857.46,2024-01-11
TK-0024403,FL-034599,PA-008698,First,4790.63,2024-02-14
TK-0024404,FL-010471,PA-021871,Business,1260.99,2023-12-25
TK-0024405,FL-056771,PA-002395,Economy,421.8,2025-03-06
TK-0024406,FL-013342,PA-024118,Business,735.85,2025-02-12
TK-0024407,FL-096725,PA-022593,Economy,385.33,2025-08-08
TK-0024408,FL-001252,PA-006395,Business,1918.58,2025-07-17
TK-0024409,FL-063837,PA-023519,Economy,215.77,2025-10-18
TK-0024410,FL-000180,PA-018397,Economy,706.55,2024-07-07
TK-0024411,FL-041977,PA-005439,First,1617.35,2024-02-09
TK-0024412,FL-084001,PA-022792,Economy,816.61,2025-11-22
TK-0024413,FL-053068,PA-000814,Economy,316.12,2024-01-25
TK-0024414,FL-066546,PA-004570,Economy,521.05,2025-02-09
TK-0024415,FL-022751,PA-011877,Economy,557.11,2024-09-25
TK-0024416,FL-056741,PA-016915,Economy,859.59,2025-03-03
TK-0024417,FL-075855,PA-016444,Economy,443.19,2025-02-21
TK-0024418,FL-074320,PA-004839,Economy,144.84,2025-02-09
TK-0024419,FL-085733,PA-019682,Economy,692.91,2025-06-27
TK-0024420,FL-028414,PA-007764,Economy,639.66,2025-01-24
TK-0024421,FL-045894,PA-016579,Economy,126.1,2024-07-11
TK-0024422,FL-077641,PA-009418,Economy,362.92,2024-06-20
TK-0024423,FL-079085,PA-019487,Economy,414.81,2024-10-17
TK-0024424,FL-078555,PA-017762,Business,549.44,2025-01-07
TK-0024425,FL-098338,PA-022533,Economy,857.39,2024-03-17
TK-0024426,FL-015678,PA-014135,Economy,868.61,2024-12-10
TK-0024427,FL-067624,PA-018803,Economy,182.69,2025-11-12
TK-0024428,FL-059268,PA-012058,Economy,422.36,2024-08-02
TK-0024429,FL-084184,PA-000951,Economy,438.72,2025-01-25
TK-0024430,FL-042501,PA-020243,Economy,659.72,2025-03-30
TK-0024431,FL-004873,PA-018561,Business,2284.5,2024-11-26
TK-0024432,FL-079382,PA-006712,Economy,704.82,2025-04-08
TK-0024433,FL-083356,PA-015067,Economy,133.89,2025-06-29
TK-0024434,FL-051015,PA-022754,Business,2612.99,2024-09-14
TK-0024435,FL-004942,PA-013500,First,2809.56,2025-03-05
TK-0024436,FL-018837,PA-010579,Business,1918.99,2024-08-28
TK-0024437,FL-034071,PA-013022,Business,1258.21,2024-08-08
TK-0024438,FL-058766,PA-002109,Business,2051.91,2024-11-23
TK-0024439,FL-098846,PA-009461,Economy,167.43,2023-12-29
TK-0024440,FL-087133,PA-017471,Economy,347.65,2025-09-25
TK-0024441,FL-053354,PA-015217,Economy,387.25,2023-11-13
TK-0024442,FL-012913,PA-023648,Business,1898.1,2024-01-25
TK-0024443,FL-007784,PA-013543,Economy,757.93,2025-08-10
TK-0024444,FL-044610,PA-008345,First,1070.74,2024-07-31
TK-0024445,FL-097913,PA-007414,First,925.58,2024-06-12
TK-0024446,FL-088482,PA-012431,Economy,190.02,2025-01-24
TK-0024447,FL-024310,PA-011812,Business,2386.68,2025-05-25
TK-0024448,FL-023484,PA-007722,Economy,752.13,2024-07-10
TK-0024449,FL-015390,PA-006516,Economy,396.26,2025-10-13
TK-0024450,FL-044771,PA-011934,Economy,220.59,2025-07-16
TK-0024451,FL-091583,PA-022391,Economy,817.16,2025-02-12
TK-0024452,FL-058356,PA-010080,Economy,159.28,2024-04-06
TK-0024453,FL-054527,PA-008555,Economy,210.74,2025-08-24
TK-0024454,FL-005179,PA-009143,Economy,376.96,2024-03-12
TK-0024455,FL-072276,PA-024413,Business,872.64,2024-06-26
TK-0024456,FL-011018,PA-015928,Economy,689.53,2025-02-17
TK-0024457,FL-056034,PA-012407,Economy,210.54,2025-10-20
TK-0024458,FL-021894,PA-004981,Economy,525.6,2024-03-10
TK-0024459,FL-062161,PA-015400,Business,2205.27,2025-08-28
TK-0024460,FL-040057,PA-018158,Economy,578.34,2025-11-17
TK-0024461,FL-005920,PA-000976,Economy,550.77,2024-04-18
TK-0024462,FL-033290,PA-004559,Economy,653.1,2024-01-18
TK-0024463,FL-064187,PA-000410,Business,1258.52,2024-01-18
TK-0024464,FL-013350,PA-009277,Economy,118.26,2024-04-26
TK-0024465,FL-020079,PA-011923,Economy,548.54,2024-08-04
TK-0024466,FL-016391,PA-013669,Economy,475.03,2024-09-13
TK-0024467,FL-019052,PA-016467,Economy,216.03,2025-04-03
TK-0024468,FL-090854,PA-022478,Economy,587.07,2025-04-30
TK-0024469,FL-043284,PA-022034,Economy,551.88,2025-05-02
TK-0024470,FL-075457,PA-011438,Economy,608.68,2025-11-27
TK-0024471,FL-073909,PA-018252,Economy,690.3,2023-12-31
TK-0024472,FL-001368,PA-018731,Economy,519.28,2025-07-15
TK-0024473,FL-016752,PA-010720,Economy,758.42,2024-07-01
TK-0024474,FL-083394,PA-021222,Economy,306.4,2025-08-17
TK-0024475,FL-085237,PA-002524,Economy,387.31,2024-09-14
TK-0024476,FL-025720,PA-021445,Economy,594.94,2024-08-31
TK-0024477,FL-000839,PA-020559,Business,2002.59,2025-10-02
TK-0024478,FL-061458,PA-024317,Economy,822.76,2025-08-21
TK-0024479,FL-014199,PA-012994,Economy,764.75,2023-12-27
TK-0024480,FL-044327,PA-023502,Economy,504.95,2024-09-23
TK-0024481,FL-012449,PA-006722,Economy,229.7,2025-05-17
TK-0024482,FL-052482,PA-004377,Economy,700.39,2025-08-09
TK-0024483,FL-076882,PA-017389,Economy,144.96,2025-07-07
TK-0024484,FL-098582,PA-007546,Economy,420.16,2025-03-06
TK-0024485,FL-040790,PA-023205,Economy,147.18,2024-10-06
TK-0024486,FL-004192,PA-007512,Economy,691.27,2025-02-07
TK-0024487,FL-002821,PA-002268,Economy,430.57,2024-11-24
TK-0024488,FL-077974,PA-013169,Economy,723.78,2024-11-23
TK-0024489,FL-076160,PA-019554,Economy,452.47,2025-01-28
TK-0024490,FL-093409,PA-009354,Business,960.53,2024-03-02
TK-0024491,FL-079452,PA-009891,Economy,720.43,2024-05-28
TK-0024492,FL-093476,PA-014163,First,5009.86,2025-06-05
TK-0024493,FL-031177,PA-010812,Business,1200.53,2025-04-25
TK-0024494,FL-085925,PA-020889,Economy,805.28,2024-06-14
TK-0024495,FL-020821,PA-004440,Economy,620.62,2023-11-01
TK-0024496,FL-069816,PA-005936,Economy,757.74,2024-11-12
TK-0024497,FL-053455,PA-014024,Economy,142.71,2024-11-28
TK-0024498,FL-068574,PA-011898,Economy,238.85,2024-07-25
TK-0024499,FL-006233,PA-008583,Business,2273.49,2025-09-07
TK-0024500,FL-079624,PA-000082,Economy,163.18,2024-12-19
TK-0024501,FL-029739,PA-009667,Economy,313.94,2023-12-01
TK-0024502,FL-013812,PA-005560,First,4066.39,2024-04-02
TK-0024503,FL-025778,PA-018796,Economy,420.84,2023-12-27
TK-0024504,FL-040112,PA-003839,Economy,612.74,2025-01-02
TK-0024505,FL-064730,PA-014158,First,1356.53,2025-08-27
TK-0024506,FL-059060,PA-020208,Economy,780.53,2024-10-10
TK-0024507,FL-091611,PA-000489,Economy,873.33,2024-11-27
TK-0024508,FL-071546,PA-018972,Economy,532.63,2025-01-27
TK-0024509,FL-072277,PA-010195,Economy,464.98,2025-07-08
TK-0024510,FL-014042,PA-000112,Economy,398.74,2024-11-17
TK-0024511,FL-078900,PA-018090,Economy,258.42,2025-03-18
TK-0024512,FL-023649,PA-007505,Business,740.42,2024-01-07
TK-0024513,FL-051059,PA-017753,Economy,841.44,2025-06-09
TK-0024514,FL-032211,PA-011558,Economy,823.23,2025-03-27
TK-0024515,FL-037972,PA-024286,Economy,194.94,2025-07-31
TK-0024516,FL-081749,PA-009654,Economy,718.15,2024-03-25
TK-0024517,FL-052397,PA-000610,Economy,252.77,2024-10-12
TK-0024518,FL-014185,PA-018183,Economy,308.95,2024-03-28
TK-0024519,FL-062826,PA-013699,Economy,862.75,2024-03-08
TK-0024520,FL-017141,PA-013920,Economy,548.8,2024-07-01
TK-0024521,FL-073836,PA-023723,Economy,861.7,2025-05-16
TK-0024522,FL-080412,PA-021222,Economy,530.91,2024-07-18
TK-0024523,FL-080605,PA-004482,Economy,855.75,2024-09-19
TK-0024524,FL-050961,PA-012944,Economy,268.0,2024-07-26
TK-0024525,FL-091908,PA-019259,Economy,271.38,2025-08-17
TK-0024526,FL-042726,PA-011444,Economy,463.88,2025-09-12
TK-0024527,FL-099674,PA-010221,Business,2050.42,2024-05-08
TK-0024528,FL-093293,PA-018780,Economy,252.4,2024-11-29
TK-0024529,FL-029393,PA-006299,Economy,242.37,2025-10-09
TK-0024530,FL-088773,PA-016148,Economy,362.44,2025-05-11
TK-0024531,FL-050063,PA-009793,Economy,789.05,2025-11-05
TK-0024532,FL-032760,PA-019590,Economy,463.71,2025-10-12
TK-0024533,FL-073051,PA-009869,Economy,93.37,2025-10-16
TK-0024534,FL-084361,PA-006533,Economy,884.74,2025-04-23
TK-0024535,FL-034375,PA-004488,Economy,533.66,2024-01-27
TK-0024536,FL-083053,PA-016174,Economy,186.67,2025-04-16
TK-0024537,FL-042926,PA-020253,Economy,318.4,2023-11-18
TK-0024538,FL-022526,PA-004462,Business,1777.68,2025-05-08
TK-0024539,FL-078109,PA-016639,Business,2306.78,2025-01-19
TK-0024540,FL-074686,PA-011140,Economy,185.31,2024-01-31
TK-0024541,FL-067447,PA-008148,First,2423.96,2024-08-27
TK-0024542,FL-060036,PA-016792,Business,1090.29,2025-01-27
TK-0024543,FL-053118,PA-021636,Economy,626.89,2025-09-24
TK-0024544,FL-076536,PA-010657,Economy,396.01,2025-03-05
TK-0024545,FL-004216,PA-002808,Economy,279.21,2024-12-06
TK-0024546,FL-074212,PA-000964,Economy,385.92,2024-10-20
TK-0024547,FL-016367,PA-008867,Economy,269.88,2024-04-15
